task_id,project_id,milestone_id,task_name,description,assigned_to,start_date,end_date,status,priority,estimated_hours
TSK-PRJ-043-015,PRJ-043,bd8bf603,Pressure war picture take story,Its hot feel finish child.,EMP-0060,2028-08-18,2028-09-09,In Progress,Medium,24
TSK-PRJ-043-016,PRJ-043,5594552b,Night prevent power feeling the rock,Real term all agency right figure son guess.,EMP-0037,2027-10-10,2027-10-29,Not Started,Medium,4
TSK-PRJ-043-017,PRJ-043,bd8bf603,Leader exactly truth,Serve note recent land trip majority center will.,EMP-0189,2028-06-02,2028-06-03,Not Started,Medium,40
TSK-PRJ-043-018,PRJ-043,48f9fd0d,Case next go great put,Feel gas price.,EMP-0135,2026-12-28,2027-01-09,In Progress,Medium,80
TSK-PRJ-043-019,PRJ-043,f7f47477,Seek per strategy former,Something right beyond central.,EMP-0052,2025-12-26,2026-01-06,Completed,High,16
TSK-PRJ-043-020,PRJ-043,c2270738,Its put town south gas reality,Guy development court resource glass fall west.,EMP-0138,2028-01-08,2028-02-05,Not Started,Low,40
TSK-PRJ-043-021,PRJ-043,a8c9aa31,Food bad program type,Stock fine range read recognize under.,EMP-0245,2025-03-18,2025-07-09,Completed,Low,80
TSK-PRJ-043-022,PRJ-043,48f9fd0d,Suffer property store,White rest several section set either.,EMP-0039,2027-03-07,2027-03-16,Not Started,Low,4
TSK-PRJ-043-023,PRJ-043,48f9fd0d,Hot add perform arrive number,Page issue after such.,EMP-0098,2027-04-01,2027-06-03,Not Started,High,80
TSK-PRJ-043-024,PRJ-043,2d238ed1,Central start trial region industry dinner,Way weight democratic sit.,EMP-0142,2026-07-05,2026-07-08,Blocked,Low,16
TSK-PRJ-043-025,PRJ-043,0b099fcc,Hard staff husband,Animal quickly need size down east.,EMP-0178,2026-08-09,2026-08-20,Review,Low,40
TSK-PRJ-043-026,PRJ-043,bd8bf603,Book former opportunity,Pick create be surface data.,EMP-0235,2028-08-26,2028-09-24,Review,High,16
TSK-PRJ-044-001,PRJ-044,7892d145,Professor one low question,Fly impact raise boy.,EMP-0004,2027-07-28,2027-12-08,In Progress,Low,80
TSK-PRJ-044-002,PRJ-044,bcdd0b48,Center pass season room major,Sing box agree carry message later.,EMP-0145,2026-12-17,2026-12-27,Blocked,High,80
TSK-PRJ-044-003,PRJ-044,536016e7,Tell argue ever anything speak,Accept simply help southern.,EMP-0013,2026-03-23,2026-03-24,Not Started,Medium,16
TSK-PRJ-044-004,PRJ-044,2d06f862,Color first hundred,Another possible answer across sit small.,EMP-0097,2025-04-23,2025-05-09,Completed,Medium,16
TSK-PRJ-044-005,PRJ-044,2d06f862,Drive interest measure,Away during near. Land author the finish.,EMP-0177,2025-05-08,2025-05-25,Completed,Low,8
TSK-PRJ-044-006,PRJ-044,2d06f862,Price college someone community side science,Thing public mission rich.,EMP-0220,2025-01-09,2025-02-23,Completed,High,4
TSK-PRJ-044-007,PRJ-044,e3f713a7,Scene outside letter member,Possible into contain amount government.,EMP-0192,2028-05-09,2028-05-20,Blocked,Low,4
TSK-PRJ-044-008,PRJ-044,536016e7,Its especially half,Some provide study.,EMP-0123,2025-11-01,2026-01-28,Review,High,4
TSK-PRJ-044-009,PRJ-044,b8addf54,Performance sometimes fight,Various inside line pattern general.,EMP-0039,2025-09-17,2025-10-23,Completed,Low,8
TSK-PRJ-044-010,PRJ-044,2d06f862,Matter seek suffer drive great blood,Share high simply name vote head.,EMP-0157,2025-05-02,2025-05-07,Completed,Low,40
TSK-PRJ-044-011,PRJ-044,2d06f862,Reach until seven eye,Which few skin though compare interest.,EMP-0074,2025-01-22,2025-02-18,Completed,Medium,80
TSK-PRJ-044-012,PRJ-044,7892d145,Company provide hear far,Both however mother instead thought.,EMP-0188,2027-08-08,2027-12-18,In Progress,High,40
TSK-PRJ-044-013,PRJ-044,537d66c6,Until describe necessary single discuss agreement,Detail raise turn direction rock real bad.,EMP-0131,2026-07-30,2026-08-23,Review,High,16
TSK-PRJ-044-014,PRJ-044,6022e3ff,Lot arm form development,Analysis enough help view.,EMP-0124,2027-03-08,2027-07-14,In Progress,Medium,16
TSK-PRJ-044-015,PRJ-044,2d06f862,Buy court beautiful box recent significant,Present summer lose quality moment rock.,EMP-0084,2025-01-20,2025-03-15,Completed,Low,40
TSK-PRJ-044-016,PRJ-044,b8addf54,Make book national,So write green scene need movement.,EMP-0239,2025-06-27,2025-07-23,Completed,Low,4
TSK-PRJ-045-001,PRJ-045,0f4555da,Image during year customer behind,Participant design trial medical become.,EMP-0058,2025-10-26,2025-11-10,Completed,Low,16
TSK-PRJ-045-002,PRJ-045,db62a1f7,Recently box debate statement,Baby yard girl somebody receive boy develop.,EMP-0047,2026-01-04,2026-01-16,Completed,Medium,4
TSK-PRJ-045-003,PRJ-045,bc7637a0,Official senior animal ready,Drug pull over see.,EMP-0237,2026-02-20,2026-02-23,Not Started,Medium,24
TSK-PRJ-045-004,PRJ-045,bc7637a0,True nature store check sure yourself,Page child treat since throughout.,EMP-0138,2026-02-13,2026-03-01,Review,High,4
TSK-PRJ-045-005,PRJ-045,ed8a028c,Thing at school wonder we effect,Test today toward blood reflect consider could.,EMP-0103,2025-09-11,2025-09-18,Completed,High,8
TSK-PRJ-045-006,PRJ-045,bc7637a0,Election station rich never five,Finish design apply drug.,EMP-0124,2026-02-22,2026-02-25,Not Started,High,8
TSK-PRJ-045-007,PRJ-045,0f4555da,Think often let picture trip,None see painting.,EMP-0156,2025-11-06,2025-11-07,Completed,Medium,40
TSK-PRJ-045-008,PRJ-045,db62a1f7,Hundred ask theory democratic perform,Various laugh long carry long.,EMP-0194,2026-01-02,2026-01-04,Completed,High,24
TSK-PRJ-045-009,PRJ-045,0f4555da,Same war behind pattern,Specific article purpose early safe.,EMP-0129,2025-10-25,2025-11-09,Completed,Medium,16
TSK-PRJ-045-010,PRJ-045,ed8a028c,Set need table choice,Church evidence speak.,EMP-0079,2025-09-13,2025-09-17,Completed,High,8
TSK-PRJ-045-011,PRJ-045,0f4555da,International assume from writer account sort,Billion manager court much religious.,EMP-0198,2025-11-06,2025-11-10,Completed,Low,8
TSK-PRJ-045-012,PRJ-045,a1cc22d8,Argue training condition team property start,Agree current himself pattern.,EMP-0122,2025-10-01,2025-10-17,Completed,Medium,24
TSK-PRJ-045-013,PRJ-045,a1cc22d8,Him high on view interest community,Now do Mr behavior.,EMP-0058,2025-10-03,2025-10-08,Completed,Medium,4
TSK-PRJ-045-014,PRJ-045,a1cc22d8,Soldier situation figure exactly piece chance,Her pull mention.,EMP-0242,2025-10-15,2025-10-15,Completed,High,16
TSK-PRJ-045-015,PRJ-045,0f4555da,Decade he voice scene,Job partner rule meet simply gun.,EMP-0235,2025-10-26,2025-10-31,Completed,High,16
TSK-PRJ-045-016,PRJ-045,4777be21,Gas last daughter start against,Clear service nice tough mission perform.,EMP-0102,2026-01-20,2026-02-02,Blocked,High,24
TSK-PRJ-045-017,PRJ-045,0f4555da,Them instead force follow benefit technology,Foreign else buy near cut also.,EMP-0029,2025-10-31,2025-11-09,Completed,Low,80
TSK-PRJ-045-018,PRJ-045,ed8a028c,Project might its last much,Once be end key bank ago.,EMP-0201,2025-09-21,2025-09-28,Completed,Medium,80
TSK-PRJ-045-019,PRJ-045,4777be21,Lose grow it for present,Myself measure want rather.,EMP-0128,2026-01-19,2026-01-27,In Progress,High,24
TSK-PRJ-046-001,PRJ-046,c4c36368,Thought work offer foreign third yeah,Food training population sit impact.,EMP-0220,2024-04-05,2024-04-22,Completed,High,80
TSK-PRJ-046-002,PRJ-046,92de0df8,Itself likely reflect onto tonight soon,Feel almost candidate argue.,EMP-0166,2024-02-15,2024-03-24,Completed,High,4
TSK-PRJ-046-003,PRJ-046,173a0c96,Yeah author in sense military explain,Serve imagine nice appear history.,EMP-0134,2024-09-04,2024-09-18,Completed,High,40
TSK-PRJ-046-004,PRJ-046,c4c36368,Official over base southern possible ability,Poor mean hard trade tough.,EMP-0035,2024-04-01,2024-04-22,Completed,Medium,16
TSK-PRJ-046-005,PRJ-046,c4c36368,Democratic fight example pick election,Sit help school each bit author white.,EMP-0101,2024-05-10,2024-05-10,Completed,Low,4
TSK-PRJ-046-006,PRJ-046,67c5b29b,Third study though feeling term,Left into push three hold wall know.,EMP-0245,2025-01-03,2025-01-03,Completed,Medium,24
TSK-PRJ-046-007,PRJ-046,53c9aacb,Whom teach party range practice wait,Require catch government couple seek skin there.,EMP-0179,2024-01-14,2024-01-20,Completed,High,4
TSK-PRJ-046-008,PRJ-046,bf4e2e46,Little agent the against term instead,Ball others go fear away senior.,EMP-0242,2024-10-26,2024-11-15,Completed,Low,24
TSK-PRJ-046-009,PRJ-046,53c9aacb,Surface school someone head ground media,Seat reveal gas moment when.,EMP-0113,2024-01-24,2024-01-25,Completed,High,16
TSK-PRJ-046-010,PRJ-046,d24025ea,Worker piece trip provide add,Employee ahead yourself.,EMP-0081,2024-05-19,2024-06-07,Completed,Low,8
TSK-PRJ-046-011,PRJ-046,67c5b29b,Station back outside she maybe,Save street year beautiful big thought maybe see.,EMP-0095,2024-12-27,2025-01-04,Completed,Low,24
TSK-PRJ-046-012,PRJ-046,bb56588b,Memory protect exactly left on,Provide teach street natural chair pass.,EMP-0234,2024-07-24,2024-08-08,Completed,Low,24
TSK-PRJ-046-013,PRJ-046,173a0c96,Responsibility reduce reality about,Off control institution experience.,EMP-0068,2024-09-16,2024-09-17,Completed,Medium,24
TSK-PRJ-046-014,PRJ-046,c4c36368,Company choose effect great describe,Mother heavy final film.,EMP-0188,2024-04-25,2024-05-07,Completed,Medium,8
TSK-PRJ-046-015,PRJ-046,67c5b29b,Lay ten still able,Paper example admit today them coach.,EMP-0105,2024-12-07,2024-12-15,Completed,High,40
TSK-PRJ-046-016,PRJ-046,92de0df8,Financial term market few data,Try baby purpose across green.,EMP-0018,2024-03-22,2024-03-24,Completed,Low,24
TSK-PRJ-046-017,PRJ-046,c4c36368,Simply half cold budget nearly foreign,Without form space style win book leave.,EMP-0212,2024-04-05,2024-05-05,Completed,Medium,8
TSK-PRJ-046-018,PRJ-046,bf4e2e46,Run yeah whether,Standard term country camera.,EMP-0072,2024-11-16,2024-11-20,Completed,Low,4
TSK-PRJ-046-019,PRJ-046,c4c36368,Subject save big,Middle choice toward far.,EMP-0157,2024-05-02,2024-05-12,Completed,Medium,8
TSK-PRJ-047-001,PRJ-047,f200a32c,Gun support weight fly although,Speak father last mouth.,EMP-0159,2026-01-31,2026-02-03,In Progress,High,40
TSK-PRJ-047-002,PRJ-047,5d975cdc,Professional fine lead scientist,Down song for though build next.,EMP-0074,2026-04-24,2026-05-07,Blocked,Medium,16
TSK-PRJ-047-003,PRJ-047,8f0ce422,Game area fill bank,True sound age will truth security word herself.,EMP-0048,2026-08-12,2026-08-15,In Progress,Medium,4
TSK-PRJ-047-004,PRJ-047,5d96120d,Identify center station,Charge base specific green.,EMP-0128,2026-05-19,2026-06-26,Blocked,Medium,24
TSK-PRJ-047-005,PRJ-047,f200a32c,Even of usually beat about generation discover,Manage set necessary lay region citizen.,EMP-0118,2026-01-14,2026-01-18,Completed,Low,8
TSK-PRJ-047-006,PRJ-047,e3528539,Fund management can source news vote,Particular because free too. Former yet this.,EMP-0246,2026-03-19,2026-03-22,Review,Medium,24
TSK-PRJ-047-007,PRJ-047,8f0ce422,South analysis need,Social story energy industry.,EMP-0105,2026-07-25,2026-08-03,Review,High,80
TSK-PRJ-047-008,PRJ-047,c9a62c37,Responsibility age that,Will once form hot reach daughter behind.,EMP-0174,2025-12-18,2025-12-19,Completed,Medium,40
TSK-PRJ-047-009,PRJ-047,f200a32c,Kind they girl recently treat party,Available hope where indicate campaign.,EMP-0037,2026-01-13,2026-02-04,In Progress,Low,4
TSK-PRJ-047-010,PRJ-047,dc420980,Him two lot operation program language,Send past Democrat admit.,EMP-0118,2025-09-02,2025-09-06,Completed,Low,24
TSK-PRJ-047-011,PRJ-047,c9a62c37,Collection responsibility face available represent business,Speak room whatever do key night open.,EMP-0116,2025-11-17,2025-11-28,Completed,High,24
TSK-PRJ-047-012,PRJ-047,e3528539,Call role management space,Ten service identify phone security.,EMP-0107,2026-03-05,2026-03-13,In Progress,High,8
TSK-PRJ-047-013,PRJ-047,e3528539,Their city town response,Set book despite.,EMP-0098,2026-03-10,2026-03-22,Review,High,16
TSK-PRJ-047-014,PRJ-047,e3528539,Machine important manager adult we,Food necessary look especially exactly.,EMP-0213,2026-03-13,2026-03-20,Blocked,High,16
TSK-PRJ-047-015,PRJ-047,c9a62c37,Raise remember outside city me,Major Mr leader everybody whom ask player wife.,EMP-0008,2025-11-25,2025-12-10,Completed,Low,4
TSK-PRJ-047-016,PRJ-047,e3528539,Peace interesting free environmental image skin,Should single job thought.,EMP-0215,2026-03-09,2026-03-11,Blocked,High,8
TSK-PRJ-047-017,PRJ-047,5d96120d,Article book six student,Serve force little police.,EMP-0211,2026-06-17,2026-06-29,Blocked,Medium,24
TSK-PRJ-047-018,PRJ-047,f200a32c,Figure production cold high,Any pick short job reason western source.,EMP-0247,2026-01-27,2026-02-05,In Progress,Low,80
TSK-PRJ-047-019,PRJ-047,e3528539,Security hear thing human would,Many answer four deal. Perhaps as out check most.,EMP-0193,2026-02-22,2026-03-04,Not Started,Low,8
TSK-PRJ-047-020,PRJ-047,6d07ee0b,Wide reveal sure power prevent,Early after market future floor catch trial.,EMP-0087,2025-09-23,2025-09-27,Completed,High,16
TSK-PRJ-047-021,PRJ-047,6d07ee0b,Knowledge participant strategy,Store bank sit none now beyond measure.,EMP-0194,2025-09-29,2025-10-18,Completed,Medium,40
TSK-PRJ-047-022,PRJ-047,dc420980,Deal beyond truth people concern,Military popular production live key.,EMP-0241,2025-09-04,2025-09-06,Completed,Low,40
TSK-PRJ-047-023,PRJ-047,6d07ee0b,Police fill worker it,Price big teacher song company cell able.,EMP-0108,2025-10-20,2025-10-26,Completed,Medium,4
TSK-PRJ-047-024,PRJ-047,6d07ee0b,Less by anything answer but four,Left teach short pass enjoy.,EMP-0088,2025-09-25,2025-10-12,Completed,High,16
TSK-PRJ-047-025,PRJ-047,c9a62c37,Life matter husband billion garden,Finally hour forget possible life people finish.,EMP-0181,2025-11-10,2025-11-27,Completed,Medium,24
TSK-PRJ-047-026,PRJ-047,5d975cdc,Size student magazine our strategy gun,Best impact and skin travel significant energy.,EMP-0150,2026-05-02,2026-05-10,In Progress,Low,16
TSK-PRJ-048-001,PRJ-048,46f2ff38,Know feel let edge,Wind buy glass floor future.,EMP-0136,2027-12-30,2028-01-02,Review,High,4
TSK-PRJ-048-002,PRJ-048,35b50ec5,But agent part,Beyond back girl question probably always.,EMP-0194,2026-10-08,2026-11-16,Not Started,Medium,4
TSK-PRJ-048-003,PRJ-048,44719067,Almost myself red concern more finish,Huge region body something.,EMP-0063,2027-08-19,2027-08-20,Not Started,Low,24
TSK-PRJ-048-004,PRJ-048,b5971e43,Main drive these somebody reflect,Imagine major lawyer car Mrs establish be degree.,EMP-0129,2025-08-07,2025-10-22,Completed,Low,40
TSK-PRJ-048-005,PRJ-048,b5971e43,Play wish dinner if public different,Cultural should wind. Professional trial purpose.,EMP-0010,2025-08-29,2025-09-14,Completed,Low,16
TSK-PRJ-048-006,PRJ-048,b5971e43,Company sure consider yard indeed to,Special watch remain son center media shake.,EMP-0214,2025-09-13,2025-09-15,Completed,Medium,40
TSK-PRJ-048-007,PRJ-048,b5971e43,Phone coach term source,Type one smile national.,EMP-0173,2025-08-01,2025-08-15,Completed,High,8
TSK-PRJ-048-008,PRJ-048,7a7e8c31,Pick evening trip record,Hear standard exactly under.,EMP-0070,2026-01-08,2026-02-20,In Progress,High,80
TSK-PRJ-048-009,PRJ-048,35b50ec5,High late memory adult,Certain deal stay poor beyond or.,EMP-0126,2026-10-02,2026-10-10,In Progress,High,40
TSK-PRJ-048-010,PRJ-048,44719067,High care agreement avoid,Treat activity ability loss sing.,EMP-0050,2027-07-21,2027-07-24,Not Started,Medium,40
TSK-PRJ-048-011,PRJ-048,44719067,Board myself simple help science,Able inside lot stuff PM control.,EMP-0027,2027-08-23,2027-08-24,Not Started,Medium,8
TSK-PRJ-048-012,PRJ-048,9482b42f,Prevent bill hope,Pass level body party husband.,EMP-0139,2026-06-03,2026-07-27,In Progress,Medium,80
TSK-PRJ-048-013,PRJ-048,9482b42f,Rest seek population director candidate sport,Relate other radio but. Scene health off could.,EMP-0095,2026-07-07,2026-07-07,Review,High,16
TSK-PRJ-048-014,PRJ-048,46f2ff38,Point huge catch themselves,Husband about company interest.,EMP-0032,2027-09-07,2028-01-01,Blocked,Low,80
TSK-PRJ-048-015,PRJ-048,9482b42f,Center successful owner,Significant happy discuss me fear.,EMP-0158,2026-05-11,2026-06-29,Blocked,High,40
TSK-PRJ-048-016,PRJ-048,7a7e8c31,Design real generation ago clear bank,Traditional share character.,EMP-0170,2025-12-27,2026-02-01,Blocked,Medium,8
TSK-PRJ-048-017,PRJ-048,9482b42f,Space television law manage manage,Effect usually high form.,EMP-0150,2026-03-21,2026-05-02,Not Started,High,24
TSK-PRJ-048-018,PRJ-048,b5971e43,Else series law strategy leader tend,Tax act evidence financial walk prevent.,EMP-0190,2025-09-25,2025-10-13,Completed,Medium,24
TSK-PRJ-048-019,PRJ-048,9482b42f,Enough social security reveal,Four sense matter woman yes future single.,EMP-0157,2026-05-02,2026-05-23,In Progress,Low,80
TSK-PRJ-048-020,PRJ-048,44719067,Such must yard hit,Stage responsibility federal local story black.,EMP-0146,2027-07-10,2027-08-14,Blocked,High,16
TSK-PRJ-049-001,PRJ-049,f0dd3de0,Gun purpose go game change,So charge hold office fast full wall.,EMP-0233,2024-06-29,2024-09-22,Completed,Medium,40
TSK-PRJ-049-002,PRJ-049,b273f93c,More give indicate successful her,Live person television third three keep hear.,EMP-0184,2025-04-08,2025-07-09,Completed,Medium,8
TSK-PRJ-049-003,PRJ-049,4b0d2716,Development life contain seat serve,Attorney size area just draw group.,EMP-0231,2025-09-29,2025-10-13,Completed,Medium,16
TSK-PRJ-049-004,PRJ-049,4ad1d634,Explain clearly cover walk,Appear central pattern upon edge.,EMP-0151,2024-02-24,2024-04-16,Completed,Medium,80
TSK-PRJ-049-005,PRJ-049,f0dd3de0,Quite able partner pressure,Game Mrs hot sing out. Carry gas lot strong.,EMP-0191,2024-08-18,2024-08-30,Completed,Medium,40
TSK-PRJ-049-006,PRJ-049,e5dfc7af,From mother sister future blood which,Food window improve. Wife half song look teacher.,EMP-0024,2025-01-05,2025-02-14,Completed,High,80
TSK-PRJ-049-007,PRJ-049,71a0cff8,Collection eat avoid,Week simply product music line.,EMP-0200,2026-04-25,2026-04-28,In Progress,Medium,80
TSK-PRJ-049-008,PRJ-049,b273f93c,Gun impact office both trouble officer,Feel interview doctor set my.,EMP-0159,2025-03-19,2025-05-18,Completed,Low,40
TSK-PRJ-049-009,PRJ-049,b273f93c,Chair city reflect,Bank thought guess.,EMP-0023,2025-03-04,2025-04-02,Completed,High,16
TSK-PRJ-049-010,PRJ-049,86d4aba8,Image capital letter practice,Sister green if.,EMP-0231,2023-07-27,2023-08-06,Completed,Medium,8
TSK-PRJ-049-011,PRJ-049,4ad1d634,Use source cut of head weight,Top read democratic movement.,EMP-0169,2024-02-11,2024-03-10,Completed,Medium,80
TSK-PRJ-049-012,PRJ-049,e5dfc7af,Child care magazine environmental professional garden,Per least believe and. Not many wonder wish.,EMP-0055,2024-11-28,2025-01-10,Completed,Low,24
TSK-PRJ-049-013,PRJ-049,4ad1d634,Near result call,Relate wide last about environmental.,EMP-0005,2023-12-30,2024-04-17,Completed,Medium,8
TSK-PRJ-049-014,PRJ-049,71a0cff8,Trial specific back success soon,Bar own wind tough level store.,EMP-0134,2026-03-19,2026-04-18,Blocked,Low,8
TSK-PRJ-049-015,PRJ-049,4aa0d842,History generation bag understand,Really concern president weight whose.,EMP-0149,2026-06-16,2026-09-04,Blocked,High,24
TSK-PRJ-049-016,PRJ-049,4ad1d634,Play culture third teacher,To million close window heavy live front image.,EMP-0037,2024-01-26,2024-02-23,Completed,Medium,8
TSK-PRJ-049-017,PRJ-049,86d4aba8,Establish move affect father,Likely ten which phone return.,EMP-0078,2023-11-01,2023-11-03,Completed,Medium,8
TSK-PRJ-049-018,PRJ-049,4ad1d634,Reason why street call energy,Type determine site discuss.,EMP-0250,2024-01-08,2024-03-26,Completed,High,40
TSK-PRJ-049-019,PRJ-049,f0dd3de0,Sell continue consider,Treatment else whether foreign occur.,EMP-0003,2024-06-16,2024-07-07,Completed,Medium,80
TSK-PRJ-049-020,PRJ-049,4aa0d842,Design form month say,Song clear offer PM street while positive.,EMP-0100,2026-05-25,2026-09-20,Review,High,24
TSK-PRJ-049-021,PRJ-049,71a0cff8,After collection issue tree score let,Idea action rest century none.,EMP-0242,2026-02-12,2026-03-08,Blocked,Medium,8
TSK-PRJ-049-022,PRJ-049,86d4aba8,Later major success,Fish probably appear TV compare eat.,EMP-0053,2023-09-12,2023-10-11,Completed,High,80
TSK-PRJ-049-023,PRJ-049,4aa0d842,Different cultural what range hundred affect,Table school public tend social read.,EMP-0102,2026-07-10,2026-08-04,In Progress,High,40
TSK-PRJ-049-024,PRJ-049,86d4aba8,East various discussion future,Value against now hear research learn area.,EMP-0236,2023-08-31,2023-09-19,Completed,Medium,40
TSK-PRJ-049-025,PRJ-049,f0dd3de0,Standard maintain bed,Food teacher approach onto whom plant.,EMP-0093,2024-05-26,2024-07-28,Completed,Medium,40
TSK-PRJ-049-026,PRJ-049,4aa0d842,Hotel author order choose spend,Capital discussion song along.,EMP-0115,2026-09-11,2026-09-18,Blocked,Medium,80
TSK-PRJ-050-001,PRJ-050,b639529e,Role financial which use,Pattern themselves body reality.,EMP-0113,2025-08-11,2025-10-17,Completed,Medium,40
TSK-PRJ-050-002,PRJ-050,aa964dfb,Wonder important admit,Build improve suddenly avoid prove movie.,EMP-0096,2026-04-28,2026-06-28,In Progress,High,24
TSK-PRJ-050-003,PRJ-050,d787463d,Among child fire none history,Property information knowledge theory fill rate.,EMP-0045,2024-06-22,2024-06-29,Completed,High,40
TSK-PRJ-050-004,PRJ-050,aa964dfb,Support run outside,Store modern newspaper Mrs debate exactly wind.,EMP-0109,2026-03-15,2026-06-04,Not Started,High,24
TSK-PRJ-050-005,PRJ-050,aa964dfb,Become stage good inside other,Physical produce high year serve movie.,EMP-0223,2026-06-05,2026-07-01,Blocked,High,80
TSK-PRJ-050-006,PRJ-050,b639529e,Station right work both,Language place leader goal executive.,EMP-0126,2025-09-06,2025-12-09,Completed,High,80
TSK-PRJ-050-007,PRJ-050,2bf6f6c4,Once write he political get exist,Daughter left bag hold enjoy along itself.,EMP-0064,2024-12-06,2025-01-25,Completed,Medium,24
TSK-PRJ-050-008,PRJ-050,aa964dfb,Issue go parent half I,Eat seek mean trouble pretty.,EMP-0008,2026-04-11,2026-05-10,Not Started,Low,16
TSK-PRJ-050-009,PRJ-050,df2ddf20,Serve degree side region lot,Adult customer her reach loss.,EMP-0241,2023-07-11,2023-10-02,Completed,High,16
TSK-PRJ-050-010,PRJ-050,df2ddf20,West western face,Agency around garden operation all year.,EMP-0063,2023-09-11,2023-09-13,Completed,High,8
TSK-PRJ-050-011,PRJ-050,b639529e,Husband leader minute long finally best,Actually sometimes sign eat detail.,EMP-0092,2025-09-16,2026-01-04,Completed,Medium,8
TSK-PRJ-050-012,PRJ-050,df2ddf20,View worry man wind everyone join,Not popular finish even senior check people.,EMP-0038,2023-09-01,2023-09-15,Completed,Medium,8
TSK-PRJ-050-013,PRJ-050,d787463d,Place argue coach economic can,Although him life table wish.,EMP-0157,2024-06-25,2024-09-08,Completed,Low,40
TSK-PRJ-050-014,PRJ-050,2bf6f6c4,Type surface coach,Think activity attorney I analysis my boy.,EMP-0028,2024-09-19,2024-11-08,Completed,Medium,16
TSK-PRJ-050-015,PRJ-050,df2ddf20,Almost news son indicate for list,Really chance Mr student course.,EMP-0137,2023-06-27,2023-09-29,Completed,Low,4
TSK-PRJ-050-016,PRJ-050,0c1d180e,Study the tree,Receive herself herself.,EMP-0182,2025-03-03,2025-04-15,Completed,Low,80
TSK-PRJ-050-017,PRJ-050,df2ddf20,Them nothing season,Sport sound past safe.,EMP-0020,2023-06-25,2023-09-21,Completed,High,80
TSK-PRJ-050-018,PRJ-050,aa964dfb,As and energy exactly,Sense middle book tax talk. Fine we game beat.,EMP-0151,2026-05-28,2026-06-07,Review,Medium,40
TSK-PRJ-050-019,PRJ-050,57c13f7e,Maybe increase occur,Society southern total law fast.,EMP-0074,2023-12-16,2024-03-12,Completed,Medium,24
TSK-PRJ-050-020,PRJ-050,aa964dfb,By share leader product line environmental,Lawyer environment development.,EMP-0208,2026-03-12,2026-05-12,Review,High,4
TSK-PRJ-050-021,PRJ-050,d787463d,Hotel wide past become,Reflect news girl understand.,EMP-0098,2024-05-16,2024-06-05,Completed,Low,24
TSK-PRJ-050-022,PRJ-050,b639529e,Skill close difficult also use,Article kid week.,EMP-0186,2025-10-10,2025-12-06,Completed,Low,80
